OBJECTID,Shape_Length,Shape_Area,F_AREA,longitude,latitude
31,103735.555696079910000,669322447.072601080000000,669322447.072600960000000,-87.004802594705325,29.872485860124748
32,81433.597984900756000,360901403.455390990000000,360901403.455390990000000,-89.063047484760503,28.872568600375644
33,104406.998290223100000,678954125.390820260000000,678954125.390820030000000,-95.254802594487344,28.372485859988075
34,105957.707162130900000,700991943.471908810000000,700991943.471909050000000,-81.504802594390171,24.622485860044350
35,103757.822567514520000,671171465.081407670000000,671171465.081408020000000,-94.254814877872477,28.124200088300036
36,104297.179536989020000,677380925.910186290000000,677380925.910186050000000,-90.504802594538816,28.622485859978173
37,103849.566862017660000,670959721.976161480000000,670959721.976161000000000,-85.754802594363696,29.622485860006464
38,103620.691821498040000,667672436.721525550000000,667672436.721526030000000,-86.504802594817050,30.122485859981126
39,20251.124240377372000,15899715.237224314000000,15899715.237224299000000,-96.155167367677109,28.510331683610556
40,104075.050025791280000,674195954.378233080000000,674195954.378232960000000,-93.004802594781580,29.122485860158999
41,104186.531752185100000,675794861.926811220000000,675794861.926810980000000,-85.004802594602211,28.872485859973438
42,104309.413430773040000,672727843.640406130000000,672727843.640406010000000,-85.004379470121819,28.623356193011048
43,105661.735031895490000,696820215.203173520000000,696820215.203174000000000,-83.504802594615199,25.372485860065066
44,90148.449989806148000,413399760.698112490000000,413399760.698112010000000,-82.302279884316206,26.609380012681655
45,101977.006832652990000,626611877.786909820000000,626611877.786910060000000,-97.244070505230582,26.876885745612956
46,104406.998341235070000,678954125.980184670000000,678954125.980185030000000,-83.754802594197258,28.372485860084204
47,104624.166806455730000,682061831.309761880000000,682061831.309762000000000,-96.254802594593187,27.872485860016919
48,119849.203847409620000,658619990.560576440000000,658619990.560575960000000,-89.507527979749113,28.870284889202743
49,105460.548968912440000,693973178.531416890000000,693973178.531417010000000,-82.254802594722022,25.872485860131420
50,106054.830611616840000,702356080.266639470000000,702356080.266638990000000,-82.004802594615839,24.372485860002300
51,103735.555612863320000,669322445.966539620000000,669322445.966539980000000,-84.004802594458084,29.872485860326318
52,104186.531562769350000,675794859.402447220000000,675794859.402446990000000,-93.254802594704117,28.872485860193663
53,79358.178935922595000,336899453.369544150000000,336899453.369544030000000,-83.940116281732571,25.122532208056775
54,103849.566951344080000,670959723.190168260000000,670959723.190168020000000,-83.754802594493341,29.622485860309816
55,103925.157538696830000,673346042.191705470000000,673346042.191704990000000,-95.254829374138239,28.123821790676949
56,105256.230698914120000,691073638.456303120000000,691073638.456303000000000,-83.504802594666202,26.372485860127668
57,104186.531708422700000,675794861.327325220000000,675794861.327324990000000,-83.504802594670466,28.872485860051963
58,105358.783252191340000,692529959.779230360000000,692529959.779230000000000,-83.504802594817917,26.122485860005938
59,104289.728109514530000,678119929.450895310000000,678119929.450894950000000,-96.004811997206701,27.623486137682075
60,104624.166757124130000,682061830.614441390000000,682061830.614441040000000,-96.754802594743339,27.872485860096777
61,103980.587958897590000,674123772.804568890000000,674123772.804569010000000,-93.004789044833728,28.123676907064294
62,103849.566881595940000,670959722.288592580000000,670959722.288593050000000,-88.254802594508163,29.622485860079898
63,78580.529672708653000,321547222.378153920000000,321547222.378153980000000,-85.439278467670917,28.872285500073225
64,104297.179602302900000,677380926.831850170000000,677380926.831850050000000,-94.754802594557702,28.622485859912590
65,78829.008094888879000,375652663.561780510000000,375652663.561780990000000,-86.751633889309559,30.318119899843524
66,104943.812240583440000,686626283.509760140000000,686626283.509760020000000,-96.754802594325994,27.122485860394200
67,104406.998313965380000,678954125.611655000000000,678954125.611655000000000,-92.004802594734329,28.372485860215523
68,55261.684021697249000,150488874.622931780000000,150488874.622931990000000,-84.214791568294189,30.039357437585636
69,104515.992636512690000,680514436.377509710000000,680514436.377509950000000,-84.254802594409597,28.122485860095210
70,104186.531636405140000,675794860.368159770000000,675794860.368160010000000,-90.004802594632537,28.872485860133882
71,104297.179500582540000,677380925.585372330000000,677380925.585371970000000,-83.754802594466526,28.622485859930062
72,78996.014898764697000,327855761.568572700000000,327855761.568573000000000,-84.940162932981195,28.372448726728759
